"WIND","IND","RAIN","T.MAX","IND.2","T.MIN.G"
5.41,1.000,0,10.8,0.000,1.4
7.87,0.000,4.1,13.8,0.000,1.2
14.37,0.000,2.1,12.6,0.000,2.1
11.71,0.000,3.4,8.7,0.000,-2
15.59,0.000,0.4,9.3,0.000,-2.1
11.87,0.000,0,9.8,0.000,-3.8
10.96,0.000,0,10.6,0.000,-4.5
8.87,0.000,0,11,0.000,-3
10.79,0.000,0.1,10.8,0.000,-5.5
13.67,0.000,0.4,11.4,0.000,3
15.59,0.000,0.2,13.1,0.000,4.4
22.29,1.000,0,10,0.000,3.3
15.92,1.000,0,7.8,0.000,-2.9
13.13,0.000,0,8,0.000,-3
11.42,0.000,0.2,11,0.000,-5.5
8.54,0.000,0.6,12.4,0.000,4
6.92,0.000,0.6,12.4,0.000,1.2
9.21,0.000,0.6,12.3,0.000,2.2
5.96,0.000,0,10.2,0.000,-5.5
6.79,0.000,4.8,10.1,0.000,-7.5
5.41,0.000,0.4,10.7,0.000,1.8
5.33,0.000,0.7,12.6,0.000,2.5
11.21,0.000,1.4,13.5,0.000,5
20.04,0.000,0,12.6,0.000,4
19.25,0.000,5.1,11.2,0.000,-1.5
20.21,0.250,0.7,8.6,0.000,-1
11.75,0.000,0.8,10.3,0.000,-4
12.79,0.000,1.9,11.8,0.000,-3.5
19.08,0.000,0.1,10.2,0.000,1.9
10.63,1.000,0,9.7,0.000,0
9.62,1.000,0,8.6,0.333,-11.4
5.88,0.000,0,9.3,0.333,-11
8.25,0.000,0,4.1,0.333,-10.5
4.71,0.000,0,6.8,0.333,-9.5
14.29,0.000,0,7.5,0.333,-2
9.25,0.000,0.2,8.2,0.000,-2
18,0.000,0.1,9.6,0.000,-6
17.79,1.000,0,7.7,0.000,-3.6
6.96,1.000,0,9,0.000,-2.8
22.5,0.000,2.8,9.3,0.000,0.7
20.67,1.000,0,8.2,0.000,-2
9.96,0.000,2.9,10.4,0.000,-5
13.29,0.000,0.1,12.7,0.000,-0.9
14.62,0.000,0.2,13.6,0.000,3.8
9.87,0.000,0,12.3,0.000,6.5
12.04,0.000,0,13.8,0.000,1.4
17.41,0.000,0.3,8.5,0.000,-0.5
15.75,0.000,0,9.5,0.000,-1.6
17.04,0.000,0,12,0.000,1
21.67,0.000,0.2,12,0.000,5
14.92,0.000,0,12,0.000,7
17.46,0.000,5.2,6.7,0.000,-3
20.21,0.000,2.2,7,0.000,-5.5
13.75,0.000,2.7,10,0.000,-2.6
17.58,0.000,1.1,10.7,0.000,-0.8
13.13,0.000,1,10.1,0.000,3.1
14.88,0.000,0,8.5,0.000,-0.4
10.58,0.000,1.4,10.2,0.000,-4
20.79,0.000,1.5,8.4,0.000,-1.5
25.46,0.000,0.2,6.1,0.000,-3
16.66,0.000,0.4,10.2,0.000,-3.5
18.63,0.000,0.1,12,0.000,1.8
17.46,0.000,0,13.7,0.000,5.5
16.25,0.000,0.4,13,0.000,5
15.21,0.000,0,13.9,0.000,2
17.75,0.000,0.7,12.1,0.000,1.6
11.12,0.000,0.1,13.6,0.000,-4
17.83,0.000,3.3,13.8,0.000,-3
19.5,0.000,4.1,11.8,0.000,4.2
20.5,0.000,2.1,14.1,0.000,1.1
25.33,0.000,4.6,13.7,0.000,6
14.96,0.000,0.1,8.4,0.000,1.2
11.08,0.000,0.2,13,0.333,-9
15.25,0.000,0,13,0.000,3.6
8.12,0.000,0.1,10.1,0.000,2
8.58,0.000,0.1,10,0.000,0
16.38,0.000,0,11.7,0.000,-2.5
21.59,0.000,0.2,11.2,0.000,5.8
10.88,0.000,4.6,9.6,0.000,-0.5
10.63,1.000,0,10,0.000,3.5
14.25,1.000,0,10.7,0.000,2.4
11.83,0.000,0.4,11.3,0.000,2.5
17.41,0.000,0.7,12.5,0.000,2.2
15.79,0.000,0.3,8.5,0.000,2.3
13.96,0.000,4.8,10.8,0.000,0.6
10.83,0.000,5,11.2,0.000,-2.5
5.88,0.000,0.1,7,0.000,-8
9.62,0.000,0,6.4,0.000,-5
7.25,0.250,0.2,5.5,0.333,-11
12.12,0.000,4.2,11,0.333,-12.3
16.79,0.000,1,6.1,0.000,-3.9
14.42,0.000,4.3,10.8,0.000,-4.3
19.5,0.000,0.5,6.2,0.000,-4.9
13.17,0.250,0.2,8.8,0.000,-0.2
10.25,0.000,5.2,10.2,0.000,-8.1
14.75,1.000,0,9.4,0.000,-5.5
7.87,0.000,3.5,12.5,0.000,-5.2
14.92,0.000,1.1,11.8,0.000,3
14.58,0.000,0,11.5,0.000,-0.3
9.62,0.000,0,12.5,0.000,1.8
4.42,1.000,0,11.2,0.000,-7.4
6.08,1.000,0,8.9,0.000,-4.5
4.12,1.000,0,6.6,0.333,-7.2
8.12,0.000,0,5.7,0.000,-6.9
7.54,1.000,0,8,0.000,0.3
5.21,0.000,0,8.3,0.000,-1.1
7,0.000,0,9,0.000,-5.6
5.66,0.000,0,7.5,0.000,-5.2
4.67,0.000,1.8,7,0.000,1.5
9.79,0.000,1.1,7,0.000,-4
4.21,0.000,0,7,0.000,-5
6.96,0.000,1,10,0.333,-7.7
12.38,0.000,0.6,12.2,0.000,2.8
4,1.000,0,9.3,0.000,-4
10.63,0.000,1.4,9.1,0.333,-11.5
6,0.000,5.3,9.1,0.000,-2.5
5.21,1.000,0,10.6,0.000,0.5
7.92,0.000,0.2,10.6,0.000,-1
6.96,0.000,0.3,11.3,0.000,3.5
6.34,0.000,0,13,0.000,0
9.21,0.000,0,9.4,0.000,-2
9.25,0.000,0,8,0.000,-4.5
7.92,0.000,1.5,9.4,0.333,-9.6
10.13,0.000,1.4,10,0.000,2
7.38,0.000,0.9,13,0.000,-5
1.63,1.000,0,10.4,0.000,-5.9
4.88,1.000,0,11.7,0.000,-4.9
14,0.000,0.8,10.4,0.000,-1.8
5.33,1.000,0,10.5,0.000,-4.2
10.08,0.000,1.4,8.5,0.333,-10
12.96,0.000,3.2,9,0.000,-8.8
19.29,0.000,2.9,7,0.000,-1
10.75,0.000,1.8,6.5,0.000,-0.6
7.62,0.000,0,7,0.000,-2
6.46,0.000,0.8,6,0.000,-6.5
7.83,0.000,2.8,8.5,0.000,-4.5
5.58,0.000,2.6,5.1,0.000,-5.3
7.79,1.000,0,7,0.000,-5
10.5,1.000,0,6.3,0.000,-2.5
8.71,0.000,0,8.9,0.000,-8.5
11.12,0.000,2.3,8.3,0.000,-7
10.92,1.000,0,10.2,0.000,-4.9
10.63,0.000,0.2,10.2,0.000,-5.2
11.67,0.000,0,10.1,0.000,-1.5
10.88,0.000,2.1,12,0.000,0.6
7.33,0.000,1.3,4.8,0.000,-0.1
10.17,0.000,1.9,5,0.333,-6.7
9.42,0.000,1.2,6.3,0.333,-8.9
9.62,0.000,0.5,7.1,0.000,-5.5
8.58,0.000,0,7.7,0.000,-1.4
9.46,1.000,0,11.4,0.000,-0.6
11.71,0.000,5.7,10.8,0.000,-4.8
10.75,0.000,1.5,9.8,0.000,2.1
11.79,0.000,2,8.7,0.000,-5
9.79,0.000,0.7,7.6,0.000,-4.5
7,1.000,0,6.1,0.000,-5
8.33,0.000,0.5,8.9,0.000,-4.9
17.71,1.000,0,10,0.000,0
15.92,1.000,0,6.2,0.000,-5.5
10.54,0.000,1.2,7.6,0.333,-7.9
11.79,1.000,0,11,0.000,-5
12.83,0.000,0.8,11.7,0.000,0.5
10.29,0.000,0.1,13.7,0.000,4.5
9.08,0.000,1.7,15.4,0.000,4
10,0.000,3.8,13.2,0.000,3.7
4.46,1.000,0,14.4,0.000,-0.5
5.54,0.000,2,14.5,0.000,-3.2
8.38,1.000,0,16.2,0.000,3.2
9.79,0.000,0.3,12.7,0.000,-5
11.38,0.000,5.4,14,0.000,1
4.67,0.000,2,15.4,0.000,1.6
4.04,1.000,0,15,0.000,4.2
1.21,1.000,0,16.9,0.000,-2.9
1.87,1.000,0,18.3,0.000,-1
4.83,1.000,0,11.9,0.000,0.8
7.21,0.000,4.6,11.3,0.000,-2.8
12.96,0.000,1,10,0.000,-1.4
13.88,0.000,3,12.4,0.000,3.1
2.54,1.000,0,13.7,0.000,-4
0.92,0.000,0,14.2,0.000,-3
5.63,0.000,0,12.2,0.000,-1
6.96,0.000,0,13.5,0.000,-3.1
12.04,0.000,0,15.9,0.000,-2.8
11.08,0.000,4.2,10.9,0.000,1.7
9.54,1.000,0,10.9,0.000,3.2
5.33,0.000,2.8,13,0.000,-2
2.13,0.000,2,15.7,0.000,4.1
6.21,0.000,0.7,10.7,0.000,2.2
7.87,1.000,0,12.4,0.000,1.3
3.13,0.000,0,13.3,0.000,-5
2.21,0.000,0,14.9,0.000,-5
3.92,0.000,0,16.7,0.000,-3.5
4.04,0.000,0,17.2,0.000,-1.5
2.54,0.000,0,19.6,0.000,-0.2
3.71,0.000,0,16.6,0.000,-1
6.21,0.000,0,12.9,0.000,-3.9
5.88,0.000,0,14.4,0.000,-4
5.71,0.000,0,12.2,0.000,-3.8
7.96,0.000,0,12.9,0.000,0.5
9.62,0.000,0,15.1,0.000,3.2
9.92,0.000,0,15.2,0.000,-1
6.87,0.000,0,15.6,0.000,-0.6
3.92,0.000,0,14.9,0.000,-0.5
5.33,0.000,0,12.2,0.000,-3.4
3,0.000,0,13.4,0.000,-7
8.38,0.000,2.1,13,0.000,-4.8
17.21,0.000,0.4,12,0.000,-4
5.91,0.000,2.2,14.6,0.000,-4
3.75,0.000,1,18.3,0.000,-3.5
9.13,1.000,0,20.7,0.000,7.1
7.46,0.000,0,21.7,0.000,4
2.88,0.000,0,21.2,0.000,7.3
3.92,0.000,0,21.7,0.000,1.1
4.58,0.000,0,21.1,0.000,1.6
1.58,0.000,0,22.5,0.000,0.5
1.58,0.000,0,24,0.000,0.6
3.75,0.000,0,19.4,0.000,4.5
7.58,0.000,0,20.3,0.000,4
9,0.000,0,17.9,0.000,7.2
5.63,0.000,2.2,15.8,0.000,1
3.33,0.000,5,15.6,0.000,-2
4.42,1.000,0,18.1,0.000,1.6
10.46,0.000,0,19.9,0.000,7
11.71,0.000,0,22.2,0.000,5.7
4.42,0.000,0,18.9,0.000,7.2
3.54,0.000,0,20.3,0.000,7.3
2.5,0.000,0,20.2,0.000,7.1
6.04,0.000,0,23.2,0.000,6
4.08,0.000,0,19.2,0.000,4.2
1.79,0.000,0.6,19.6,0.000,6.8
5.46,0.000,0,18.1,0.000,4.4
6.87,0.000,0,17.8,0.000,6.1
6.04,0.000,0,17.1,0.000,2.7
1.83,0.000,0,18.7,0.000,7.6
1.63,0.000,0,21.7,0.000,7.2
2.92,0.000,0,22.5,0.000,11.1
4.79,0.000,0,23.5,0.000,11.6
3.96,0.000,0,23.8,0.000,11.3
4.12,0.000,0,21.2,0.000,9.8
4.71,0.000,0,21.1,0.000,10.5
8.5,0.000,0.5,19,0.000,12
8.67,0.000,0.5,18,0.000,8.4
6.67,0.000,1.8,21.3,0.000,10.7
9.13,1.000,0,21.1,0.000,10.6
5.96,0.000,1,20.2,0.000,11.3
6.58,0.000,0.1,23.6,0.000,14.5
10.71,0.000,1,23.1,0.000,15.7
14.37,0.000,0.6,22,0.000,11.2
7.58,0.000,0,22.6,0.000,11.6
2.79,0.000,0,19.5,0.000,13.9
5.21,0.000,0.9,20.3,0.000,11.7
8.54,0.000,0.9,23,0.000,11.7
9.79,0.000,0,21.6,0.000,12.3
13.79,0.000,0,18.8,0.000,9.8
14.62,0.000,0.7,17.3,0.000,8.7
13.75,0.000,0.8,17.5,0.000,6.7
9.59,1.000,0,19.5,0.000,9.6
9.46,0.000,0,23.5,0.000,12.1
4.08,0.000,0,21.4,0.000,8.5
5.83,0.000,0.2,25.1,0.000,9.6
6.04,0.000,5,22.4,0.000,14.9
3.75,0.000,0.4,18.7,0.000,13.1
6.04,0.000,0,19.4,0.000,4
2.71,0.000,0,21.2,0.000,4.5
3.33,0.000,0,19.5,0.000,5
4.38,0.000,0,25.7,0.000,9.1
3.83,0.000,0.1,25.8,0.000,10
7.75,0.000,3.2,24,0.000,11.3
9.46,1.000,0,22.3,0.000,13
4.83,0.000,0,22.4,0.000,8.2
5.29,1.000,0,18.4,0.000,11.5
0.92,1.000,0,20.2,0.000,10
2.75,1.000,0,22.4,0.000,11
5.88,1.000,0,18.8,0.000,7.7
2.62,0.000,0.3,21.2,0.000,10.6
3.25,1.000,0,21.7,0.000,6.8
5.75,0.000,0,20.2,0.000,11.5
9.54,1.000,0,20.6,0.000,9.2
2.79,0.000,1.2,20.4,0.000,4
5.33,0.000,2.1,19.4,0.000,11.9
8.38,1.000,0,23.3,0.000,8
11.5,0.000,2.4,21.2,0.000,10.6
8.42,0.000,0.1,18.6,0.000,5
9.42,0.000,0.3,18.3,0.000,8
6.29,0.000,0.2,20.9,0.000,3.3
6.34,1.000,0,21,0.000,5.6
5,0.000,0.3,21,0.000,9
2.46,1.000,0,24.6,0.000,13.7
3,1.000,0,22.7,0.000,10.9
3.17,0.000,0,23.6,0.000,8.2
8.29,0.000,3,17.2,0.000,11
14,0.000,0.4,16.8,0.000,4.5
6.42,0.000,0,20,0.000,5.9
5.5,0.000,0,21.6,0.000,5.6
7.46,0.000,0,19.6,0.000,3
6.54,0.000,0,18.7,0.000,3.1
9.71,0.000,0,17.4,0.000,0.1
7.04,0.000,0.6,18.1,0.000,10
5.09,0.000,1.3,18.1,0.000,9
4.96,1.000,0,17.4,0.000,6.6
10,0.000,0.8,17.9,0.000,9.5
11.5,0.000,3.4,18,0.000,7.9
9.33,0.000,2.9,16.6,0.000,5
8.79,0.000,1.2,14.6,0.000,0.6
12.87,0.000,1.3,15.5,0.000,3.6
9.25,1.000,0,13.8,0.000,-1.8
12.92,0.000,1.2,14.2,0.000,0
7.75,1.000,0,15.3,0.000,0
6.63,1.000,0,15.7,0.000,6.6
8.25,0.000,0.7,16.1,0.000,-0.5
11.42,1.000,0,17,0.000,4.2
9.29,0.000,0,17.2,0.000,4.6
16.25,0.000,0.3,17.8,0.000,8.6
12.25,0.000,2.7,16.7,0.000,7.9
15.67,0.000,2.7,15.5,0.000,5
12.42,0.000,0.3,14.7,0.000,8
14.12,0.000,3.8,15.1,0.000,1.2
9.96,0.000,5,15.3,0.000,-6
14.42,0.000,2.3,17.3,0.000,9.6
8.67,0.000,3.3,15.7,0.000,0
11.25,1.000,0,16.4,0.000,4.2
13.88,0.000,1,14.9,0.000,1.2
18.46,1.000,0,15.2,0.000,6.6
13.33,0.000,0.9,16.8,0.000,8.2
5.09,1.000,0,16.8,0.000,5.5
2.08,0.000,0,15.4,0.000,2.9
1.08,0.000,0.1,15.2,0.000,7.5
4.58,0.000,2.2,16.2,0.000,0.6
8.38,1.000,0,11.7,0.000,2.1
6,1.000,0,12.1,0.000,2.6
1.46,1.000,0,10.2,0.000,2.5
7.96,0.000,0.3,11.6,0.000,-1.5
7.08,0.000,2.3,15.3,0.000,0
6.96,0.000,2.3,12.4,0.000,6.3
5.09,0.000,0.3,12.3,0.000,1.9
6.04,1.000,0,10.6,0.000,-2.1
4.29,1.000,0,13.3,0.000,0.2
14,1.000,0,12.3,0.000,-2
16.04,0.000,0,13.2,0.000,6.2
16.66,0.000,0.7,13.1,0.000,7.2
21.42,0.000,1.1,14,0.000,6.1
11.75,0.000,0.6,15.9,0.000,8.5
8.04,0.000,0.1,20.3,0.000,4.1
9.96,0.000,0,17.7,0.000,8
3.46,0.000,0,17.1,0.000,0.5
2.29,0.000,0,15.6,0.000,-1
5.5,0.000,0,17.8,0.000,-0.8
9.46,0.000,0.2,16,0.000,-2.6
11.42,1.000,0,16.6,0.000,8.6
12.46,0.000,0.3,15,0.000,9.6
9.92,1.000,0,11,0.000,1.4
9.71,0.000,0.7,14,0.000,-9.5
11.67,1.000,0,12.6,0.000,-1.2
6.38,0.000,1.4,11.5,0.000,-5
8.58,1.000,0,9.5,0.000,-3.6
5.5,1.000,0,10.3,0.000,-4.5
8.79,0.000,0,10.6,0.000,-3.5
11.67,0.000,1,10.7,0.000,1.6
5.66,0.000,2.7,9.4,0.000,-2.9
6.96,1.000,0,9.1,0.000,4.7
4.96,0.000,1.8,13.2,0.000,1.8
18.21,1.000,0,8.1,0.000,0.1
14,1.000,0,8,0.000,-3.4
11.54,0.000,3.1,11.4,0.000,-6.5
18.54,0.000,1.9,12.9,0.000,-3.2
7.08,1.000,0,12,0.000,4.2
0.63,1.000,0,10.2,0.000,2.2
9.38,0.000,0.7,14.5,0.000,-3
9.21,0.000,0.6,11.7,0.000,4.3
10.92,0.000,1.4,13.9,0.000,-6.6
11.87,1.000,0,11.3,0.000,4.5
12,0.000,2.2,6.7,0.000,-5.5
18.66,1.000,0,10.9,0.000,-3.3
10.83,0.000,0.5,8,0.000,-2.5
8.38,0.000,0,6.3,0.000,-7.9
10.63,0.000,6,11.3,0.333,-8
10.46,1.000,0,7.8,0.000,-5.3
11.29,0.000,0.3,10.3,0.000,2.3
10.46,0.000,0.2,10.6,0.000,5.4
6.29,0.000,0.2,11,0.000,5.6
8.87,0.000,0.1,9.3,0.000,5
6.04,1.000,0,7,0.000,3.5
7.29,1.000,0,6.2,0.000,-3.6
5.71,0.000,0.1,6.3,0.000,2.2
5.33,0.000,2,7.4,0.000,1.2
11.63,0.000,0.3,3.9,0.000,-5.5
9.5,1.000,0,4.2,0.333,-10
8.42,1.000,0,6.3,0.333,-2.3
7.92,1.000,0,5.7,0.000,-1.8
9.42,0.000,1.5,7.3,0.000,-0.3
12.04,1.000,0,4.7,0.000,-3.6
10,0.000,0.4,5.9,0.333,-8
6.67,1.000,0,7.3,0.000,2.1
9.17,1.000,0,9,0.000,-2
12.33,1.000,0,10.1,0.000,1.6
10.88,1.000,0,10,0.000,1.2
12.5,0.000,3.7,9.6,0.000,2.1
12.21,0.000,0.1,10.2,0.000,-4.2
13.96,1.000,0,10.1,0.000,5.2
11.38,1.000,0,8.1,0.000,2.7
13.17,1.000,0,10,0.000,4.5
13.04,0.000,1,11,0.000,6
9.46,1.000,0,11.6,0.000,3.6
17.79,0.000,3.9,11.7,0.000,6
7.08,0.000,1.1,5.6,0.000,2.4
18.96,0.000,3.1,13.5,0.000,-2
13.62,0.000,1,11.3,0.000,-0.3
15.63,0.000,0.6,10.8,0.000,-3.7
14.83,1.000,0,11,0.000,4.5
14.58,1.000,0,11.3,0.000,4.9
7.17,0.000,3,10.3,0.000,4
21.29,0.000,1.2,11.9,0.000,-1
19.12,1.000,0,11.2,0.000,7
16.42,1.000,0,11.2,0.000,5
11.46,1.000,0,10,0.000,4.2
11.92,1.000,0,9.3,0.000,1
8.38,0.000,0,8.9,0.000,-3.2
8.25,1.000,0,9.9,0.000,3
3.42,1.000,0,8.8,0.000,4.6
13.83,0.000,1,8.6,0.000,5
20.75,0.000,1,11.6,0.000,2.1
25.96,1.000,0,7.9,0.000,4
20.79,0.000,0.4,10.4,0.000,2
21.67,0.000,0.6,11.6,0.000,6
14.12,0.000,0.7,5.1,0.000,0
13.29,1.000,0,4.2,0.333,-4.2
10.21,0.000,0.5,3.3,0.333,-5
11.46,0.000,0.6,5.1,0.333,-5
9.25,1.000,0,7.6,0.333,-6.1
23.13,0.000,1.7,7.6,0.000,0.4
23.5,1.000,0,5.2,0.000,2.3
18.21,1.000,0,3.7,0.000,-1.5
11.58,1.000,0,3.4,0.000,0.2
11.21,0.000,2.3,3.4,0.000,1.5
10.58,0.000,0.6,5.6,0.000,-0.4
13.62,0.000,0.2,5.6,0.000,2
12.79,0.000,2.4,5,0.000,2.4
4.58,1.000,0,5.8,0.000,1.6
9.5,1.000,0,10.7,0.333,-5.7
11.17,1.000,0,12.6,0.000,4.5
16.17,0.000,0,13.8,0.000,-1.1
15.16,0.000,5.1,7.6,0.000,-1
17.12,0.000,4.9,9.5,0.000,-1.2
17.41,0.000,2.2,11,0.000,2
8.79,1.000,0,8.5,0.000,0.2
4.25,0.000,0.1,8.3,0.000,-2.2
9.42,1.000,0,9.2,0.000,4.1
8.5,0.000,0,6.6,0.000,3.4
4.38,0.000,0,4.4,0.000,1.5
2.92,0.000,0,6.4,0.333,-5
10.08,1.000,0,9.6,0.000,2.3
12.25,0.000,2.2,8.8,0.000,1
10.17,1.000,0,12.1,0.000,5
12.08,1.000,0,12.9,0.000,5.2
13.29,1.000,0,12.5,0.000,-0.8
14.17,0.000,0,14.1,0.000,4
8.46,1.000,0,13.6,0.000,6.5
5.75,0.000,0,11.2,0.000,8
6.71,1.000,0,11.1,0.000,5.5
11.71,0.000,3.5,11.4,0.000,2.5
6.5,1.000,0,11.2,0.000,-5.5
6.96,1.000,0,11,0.333,-4.5
10.04,1.000,0,9.7,0.000,-1
7.87,0.000,0,11.9,0.000,-1
11.54,0.000,0,11.7,0.000,0.9
20.79,0.000,0,6.7,0.000,4
14.33,0.000,0,4.5,0.000,1.3
7.54,1.000,0,5,0.000,0.2
7.58,0.000,4.4,8.8,0.333,-9.6
12.71,1.000,0,9.2,0.000,5.5
11.34,0.000,5.2,8.6,0.000,6.5
12,0.000,0.1,7,0.000,3.7
15.37,0.000,0.7,8.5,0.333,-3.8
9.59,0.000,0.3,9.5,0.000,0.5
10.79,0.000,3.1,8.6,0.000,-0.9
8.04,0.000,0.1,10.7,0.000,-0.8
11.12,0.000,3.9,8.5,0.333,-5.1
14.58,0.000,1.8,6.4,0.000,3.2
16.88,0.000,5,9.6,0.000,4.5
6.83,0.000,0.5,10.6,0.000,5
5.71,0.000,0.4,5.3,0.000,2.5
5.96,1.000,0,9,0.333,-7.4
12.96,0.000,5,12.5,0.000,4.1
15.29,0.000,1.5,10.9,0.000,7.5
16.58,0.000,1.7,10,0.000,0.1
20.88,0.000,0,12.4,0.000,5.1
18.71,0.000,2.5,11.9,0.000,7.2
17,0.000,0.2,10.9,0.000,4.6
15.63,1.000,0,13.7,0.000,4.8
17,0.000,0.1,12.2,0.000,7
6.87,0.000,0.8,9.3,0.000,-0.2
10.79,0.000,0.4,8.5,0.000,-1.5
12.87,0.000,0.2,10.6,0.333,-4.8
12.21,0.000,0,12,0.000,1.3
16.38,0.000,0,14.5,0.000,6.4
14.71,0.000,0,12.2,0.000,8.5
10.63,0.000,0,11.1,0.000,7.3
7.21,0.000,0,13.1,0.000,-4.5
6,0.000,0,14.4,0.000,6.5
10.34,0.000,5.8,14,0.000,-1.9
11.34,0.000,4.4,7.8,0.000,5.8
8.29,0.000,2,12.1,0.000,-0.9
15,0.000,1.5,12,0.000,0.5
17.67,0.000,0,11,0.000,2
8.79,0.000,0,13.5,0.000,1.4
6.46,0.000,0,15.6,0.000,-0.4
9.42,0.000,0,14.2,0.000,8.2
5.63,0.000,0,13.4,0.000,9.1
5.88,0.000,0,15.4,0.000,7.8
8,0.000,0,14,0.000,5.9
8.83,0.000,0,12,0.000,1.8
14.79,0.000,0,9.5,0.000,4
9.96,0.000,0,10,0.000,3
9.87,0.000,0,12,0.000,-1.6
11.25,0.000,0,10.9,0.000,7.1
8.25,0.000,0,11.3,0.000,2
9.59,0.000,0,10,0.000,3.4
7.29,0.000,0,9.5,0.000,0.4
3.54,0.000,0,13,0.333,-3.9
5.54,1.000,0,13.9,0.000,6.4
12.38,0.000,0.7,14.5,0.000,4
14.96,0.000,5.4,12.9,0.000,4.5
7.08,1.000,0,13.3,0.000,5
5.54,1.000,0,12.1,0.000,6.4
5.66,0.000,1.6,14.8,0.000,7
5.33,0.000,0.6,16.2,0.000,2.1
7.25,1.000,0,15.7,0.000,3.5
4.33,1.000,0,16.5,0.000,4.5
14.17,0.000,2.6,16,0.000,5.8
16.29,0.000,1.7,13.4,0.000,5.7
8.96,1.000,0,13.9,0.000,-1.8
13.37,0.000,2.1,15.1,0.000,9.4
13.25,0.000,3.3,12.8,0.000,7.1
16.5,0.000,1.2,15,0.000,2.4
13.88,0.000,5.8,14.4,0.000,10.1
7.04,0.000,5.9,14,0.000,1
7.08,0.000,0.8,12.7,0.000,-1.7
8.38,0.000,2.1,12.8,0.000,3.1
9.83,0.000,1,15.3,0.000,-1.4
10.54,1.000,0,19.1,0.000,10.5
9.5,0.000,0,19.1,0.000,3.2
11.08,1.000,0,17.9,0.000,9.1
10,0.000,1,15.4,0.000,1.5
7.12,1.000,0,14,0.000,1.5
3.29,1.000,0,15.1,0.000,8.6
4.63,0.000,2,14.4,0.000,7.1
3.33,0.000,2.7,16.8,0.000,4.8
8.29,0.000,1.1,18.8,0.000,6.7
6.29,0.000,1.7,16.6,0.000,7.6
12.92,0.000,1.4,17.4,0.000,6.8
4.29,0.000,0,16.5,0.000,3.7
3.04,0.000,0,16.9,0.000,9.4
5.75,0.000,0.3,18.4,0.000,10.8
6.5,0.000,0.4,20.4,0.000,12.6
7.87,0.000,0,23.8,0.000,7
5.54,0.000,0,22.7,0.000,8.7
7.75,0.000,0,23.7,0.000,9.8
10.83,0.000,3.3,20.8,0.000,12.8
10.63,0.000,0.3,21.9,0.000,9
13.13,1.000,0,19,0.000,12.4
10.79,0.000,0,21.4,0.000,7.6
11.92,0.000,0,21.9,0.000,8.7
9.79,0.000,0,22.3,0.000,13.5
3.37,0.000,3.8,19.5,0.000,11.6
7,0.000,1,19.2,0.000,11.5
11.67,0.000,0.2,16.2,0.000,11.8
11.08,1.000,0,15.2,0.000,7.3
9.96,0.000,1.9,17.9,0.000,6.2
7.12,0.000,0,20,0.000,8.5
8.96,0.000,0,22,0.000,11.5
10.04,0.000,0,22,0.000,14.4
10.37,0.000,0,24.2,0.000,15.2
7,0.000,0,23.2,0.000,10.6
7.41,0.000,0,22.2,0.000,10
3.42,0.000,0,21.5,0.000,7.1
5.58,0.000,0,23.2,0.000,7.7
5.58,0.000,0,25.1,0.000,9.6
6.04,0.000,0,26.8,0.000,10.2
5.37,0.000,0,24.5,0.000,13.9
4.67,0.000,0.2,26.3,0.000,13.6
4.88,0.000,0,23.7,0.000,15.4
4.08,0.000,0,23.4,0.000,13
5.5,0.000,1.5,21,0.000,14.6
10.34,0.000,0,19.5,0.000,14.4
9.13,0.000,2.2,19.9,0.000,5.5
9.33,0.000,0.4,19,0.000,13.5
5.75,0.000,0.4,19.2,0.000,11
9.04,0.000,0.2,20,0.000,9.9
10.08,0.000,1.4,20.5,0.000,13
6.54,0.000,0,18.9,0.000,4.8
5.79,0.000,0,19.6,0.000,7.6
10.25,1.000,0,21,0.000,7.9
9.96,0.000,0.1,19.5,0.000,14.4
8.83,0.000,3.1,18.6,0.000,9.5
7.92,0.000,0,18.9,0.000,8.7
5.63,0.000,0,18,0.000,7.5
8.96,0.000,0,18.5,0.000,11.3
6.58,1.000,0,18.2,0.000,12.7
5.58,0.000,0,19,0.000,7.5
5.09,0.000,0,19.3,0.000,12.1
4.92,0.000,0,21.3,0.000,10.6
5.5,0.000,0,20.2,0.000,9.4
9.25,0.000,0.2,20.1,0.000,6
9.87,0.000,0,17.8,0.000,11
7.71,0.000,0,16.7,0.000,4
13,0.000,0,19.4,0.000,4.5
10.58,0.000,0,19.7,0.000,11.1
5.91,0.000,0,19.8,0.000,12.1
6.75,0.000,0,19,0.000,4.1
4.92,0.000,0.2,19,0.000,9.5
3.46,0.000,0,19.3,0.000,12
3.08,0.000,0,19.8,0.000,12.6
1.67,0.000,0,20.7,0.000,8.4
1.67,0.000,0,22.2,0.000,6.2
2.67,0.000,0,22.9,0.000,6.5
4.71,0.000,0.8,20.8,0.000,8
1.46,0.000,0.5,17.9,0.000,14.3
2.42,0.000,0,18.9,0.000,6.3
3.79,0.000,0,20.1,0.000,5
3.42,0.000,0,23,0.000,3.3
1.87,0.000,0,23.2,0.000,5.5
2,0.000,0,23.7,0.000,6
4.38,0.000,0,20.7,0.000,6.8
3,0.000,0,22.2,0.000,5.8
4.04,0.000,0,22.8,0.000,5.8
6.87,0.000,0,22.5,0.000,6.5
7.08,0.000,0,22.4,0.000,10.9
